legal_name,display_name,party_nature,party_type,country,domicile_state,status,brand_origin,is_listed,kyc_risk_rating,pan,gstin,cin,lei,line1,line2,city,state,pincode
Godavari Finvest 3561,Godavari Finvest 3561,organization,arranger,IN,Maharashtra,onboarding,shared,false,high,CLPCG3561L,27CLPCG3561L1Z6,U64201MH2024PTC102561,3298AHOX000000002561,"861, Godavari Marg",Mumbai,Mumbai,Maharashtra,402561
Himalaya Technologies 3562,Himalaya Technologies 3562,organization,spv,IN,Haryana,active,shared,true,low,CJPEG3562G,06CJPEG3562G2Z7,U64201MH2024PTC102562,3298AHOX000000002562,"862, Himalaya Marg",Gurugram,Gurugram,Haryana,402562
Himalaya Holdings 3563,Himalaya Holdings 3563,organization,investor,IN,Haryana,active,shared,false,medium,DGPDE3563J,06DGPDE3563J3Z8,U64201MH2024PTC102563,3298AHOX000000002563,"863, Himalaya Marg",Gurugram,Gurugram,Haryana,402563
Deccan Cements 3564,Deccan Cements 3564,organization,issuer,IN,Telangana,active,binarybonds,false,high,DJPBB3564H,36DJPBB3564H4Z9,U64201MH2024PTC102564,3298AHOX000000002564,"864, Deccan Marg",Hyderabad,Hyderabad,Telangana,402564
Carnatic Investments 3565,Carnatic Investments 3565,trust,intermediary,IN,Maharashtra,onboarding,binarycapital,false,medium,HBPFC3565D,27HBPFC3565D5Z1,U64201MH2024PTC102565,3298AHOX000000002565,"865, Carnatic Marg",Mumbai,Mumbai,Maharashtra,402565
Nalanda Securities 3566,Nalanda Securities 3566,spv,intermediary,IN,Uttar Pradesh,active,binarycapital,false,low,CBPBF3566D,09CBPBF3566D6Z2,U64201MH2024PTC102566,3298AHOX000000002566,"866, Nalanda Marg",Noida,Noida,Uttar Pradesh,402566
Garuda Ventures 3567,Garuda Ventures 3567,trust,spv,IN,Maharashtra,active,shared,false,low,AFPJD3567A,27AFPJD3567A7Z3,U64201MH2024PTC102567,3298AHOX000000002567,"867, Garuda Marg",Mumbai,Mumbai,Maharashtra,402567
Sahyadri Motors 3568,Sahyadri Motors 3568,spv,arranger,IN,Delhi,active,shared,false,medium,LDPDG3568A,07LDPDG3568A8Z4,U64201MH2024PTC102568,3298AHOX000000002568,"868, Sahyadri Marg",New Delhi,New Delhi,Delhi,402568
Vedanta Cements 3569,Vedanta Cements 3569,trust,investor,IN,Telangana,active,binarybonds,true,low,JDPLE3569E,36JDPLE3569E9Z5,U64201MH2024PTC102569,3298AHOX000000002569,"869, Vedanta Marg",Hyderabad,Hyderabad,Telangana,402569
Maruti Technologies 3570,Maruti Technologies 3570,spv,issuer,IN,Gujarat,onboarding,shared,true,high,GFPJD3570E,24GFPJD3570E0Z6,U64201MH2024PTC102570,3298AHOX000000002570,"870, Maruti Marg",Ahmedabad,Ahmedabad,Gujarat,402570
Vedanta Steels 3571,Vedanta Steels 3571,trust,investor,IN,Telangana,active,shared,false,high,LDPLA3571B,36LDPLA3571B1Z7,U64201MH2024PTC102571,3298AHOX000000002571,"871, Vedanta Marg",Hyderabad,Hyderabad,Telangana,402571
Garuda Housing 3572,Garuda Housing 3572,spv,intermediary,IN,Delhi,active,binarybonds,false,medium,EJPDE3572E,07EJPDE3572E2Z8,U64201MH2024PTC102572,3298AHOX000000002572,"872, Garuda Marg",New Delhi,New Delhi,Delhi,402572
Chola Finance 3573,Chola Finance 3573,spv,issuer,IN,Gujarat,active,binarybonds,false,medium,CFPJG3573E,24CFPJG3573E3Z9,U64201MH2024PTC102573,3298AHOX000000002573,"873, Chola Marg",Ahmedabad,Ahmedabad,Gujarat,402573
Vedanta Group 3574,Vedanta Group 3574,organization,issuer,IN,Delhi,active,shared,false,medium,GFPGE3574J,07GFPGE3574J4Z1,U64201MH2024PTC102574,3298AHOX000000002574,"874, Vedanta Marg",New Delhi,New Delhi,Delhi,402574
Malabar Finance 3575,Malabar Finance 3575,spv,issuer,IN,Delhi,active,binarybonds,true,medium,CGPFD1912F,07CGPFD1912F5Z2,U64201MH2024PTC100912,3298AHOX000000002575,"875, Malabar Marg",New Delhi,New Delhi,Delhi,402575
Sahyadri Chemicals 3576,Sahyadri Chemicals 3576,trust,investor,IN,Maharashtra,active,binarybonds,true,high,FEPHL3576G,27FEPHL3576G6Z3,U64201MH2024PTC102576,3298AHOX000000002576,"876, Sahyadri Marg",Mumbai,Mumbai,Maharashtra,402576
Pallava Hotels 3577,Pallava Hotels 3577,organization,intermediary,IN,Gujarat,active,shared,false,high,LHPAA3577D,24LHPAA3577D7Z4,U64201MH2024PTC102577,3298AHOX000000002577,"877, Pallava Marg",Ahmedabad,Ahmedabad,Gujarat,402577
Garuda Infra 3578,Garuda Infra 3578,spv,issuer,IN,Tamil Nadu,onboarding,shared,false,medium,BBPGL3578J,33BBPGL3578J8Z5,U64201MH2024PTC102578,3298AHOX000000002578,"878, Garuda Marg",Chennai,Chennai,Tamil Nadu,402578
Godavari Logistics 3579,Godavari Logistics 3579,spv,intermediary,IN,West Bengal,active,binarycapital,false,medium,DGPGE3579A,19DGPGE3579A9Z6,U64201MH2024PTC102579,3298AHOX000000002579,"879, Godavari Marg",Kolkata,Kolkata,West Bengal,402579
Godavari Chemicals 3580,Godavari Chemicals 3580,organization,intermediary,IN,Maharashtra,active,binarycapital,true,low,HGPDH3580E,27HGPDH3580E0Z7,U64201MH2024PTC102580,3298AHOX000000002580,"880, Godavari Marg",Mumbai,Mumbai,Maharashtra,402580
Aravalli Investments 3581,Aravalli Investments 3581,spv,spv,IN,Maharashtra,active,binarycapital,true,high,GHPEJ3581L,27GHPEJ3581L1Z8,U64201MH2024PTC102581,3298AHOX000000002581,"881, Aravalli Marg",Mumbai,Mumbai,Maharashtra,402581
Coromandel Motors 3582,Coromandel Motors 3582,trust,arranger,IN,Uttar Pradesh,active,binarycapital,false,medium,AHPCL3582F,09AHPCL3582F2Z9,U64201MH2024PTC102582,3298AHOX000000002582,"882, Coromandel Marg",Noida,Noida,Uttar Pradesh,402582
Nalanda Industries 3583,Nalanda Industries 3583,spv,arranger,IN,Delhi,active,binarycapital,false,medium,FJPAA3583F,07FJPAA3583F3Z1,U64201MH2024PTC102583,3298AHOX000000002583,"883, Nalanda Marg",New Delhi,New Delhi,Delhi,402583
Nilgiri Finance 3584,Nilgiri Finance 3584,trust,intermediary,IN,Maharashtra,active,binarybonds,false,high,GJPJG3584B,27GJPJG3584B4Z2,U64201MH2024PTC102584,3298AHOX000000002584,"884, Nilgiri Marg",Mumbai,Mumbai,Maharashtra,402584
Narmada Hotels 3585,Narmada Hotels 3585,spv,arranger,IN,Uttar Pradesh,active,shared,false,medium,LGPHG3585L,09LGPHG3585L5Z3,U64201MH2024PTC102585,3298AHOX000000002585,"885, Narmada Marg",Noida,Noida,Uttar Pradesh,402585
Garuda Ventures 3586,Garuda Ventures 3586,trust,investor,IN,Rajasthan,active,shared,true,high,DFPDB3586J,08DFPDB3586J6Z4,U64201MH2024PTC102586,3298AHOX000000002586,"886, Garuda Marg",Jaipur,Jaipur,Rajasthan,402586
Rajwada Securities 3587,Rajwada Securities 3587,trust,arranger,IN,Maharashtra,active,binarycapital,false,low,DFPHL3587J,27DFPHL3587J7Z5,U64201MH2024PTC102587,3298AHOX000000002587,"887, Rajwada Marg",Mumbai,Mumbai,Maharashtra,402587
Coromandel Finvest 3588,Coromandel Finvest 3588,organization,spv,IN,Uttar Pradesh,active,shared,false,high,JCPDJ3588F,09JCPDJ3588F8Z6,U64201MH2024PTC102588,3298AHOX000000002588,"888, Coromandel Marg",Noida,Noida,Uttar Pradesh,402588
Malabar Finance 3589,Malabar Finance 3589,organization,spv,IN,Delhi,active,binarycapital,false,high,EJPDL3589E,07EJPDL3589E9Z7,U64201MH2024PTC102589,3298AHOX000000002589,"889, Malabar Marg",New Delhi,New Delhi,Delhi,402589
Konark Holdings 3590,Konark Holdings 3590,spv,intermediary,IN,Rajasthan,active,binarybonds,false,medium,BBPJC3590B,08BBPJC3590B0Z8,U64201MH2024PTC102590,3298AHOX000000002590,"890, Konark Marg",Jaipur,Jaipur,Rajasthan,402590
Nalanda Renewables 3591,Nalanda Renewables 3591,organization,arranger,IN,Haryana,active,shared,false,medium,CBPJC3591G,06CBPJC3591G1Z9,U64201MH2024PTC102591,3298AHOX000000002591,"891, Nalanda Marg",Gurugram,Gurugram,Haryana,402591
Carnatic Power 3592,Carnatic Power 3592,trust,issuer,IN,Maharashtra,active,binarycapital,false,high,CHPHE3592A,27CHPHE3592A2Z1,U64201MH2024PTC102592,3298AHOX000000002592,"892, Carnatic Marg",Mumbai,Mumbai,Maharashtra,402592
Maruti Ventures 3593,Maruti Ventures 3593,trust,spv,IN,Rajasthan,active,binarybonds,true,medium,LLPHA3593D,08LLPHA3593D3Z2,U64201MH2024PTC102593,3298AHOX000000002593,"893, Maruti Marg",Jaipur,Jaipur,Rajasthan,402593
Garuda Power 3594,Garuda Power 3594,spv,investor,IN,Gujarat,active,shared,false,low,LEPHL3594H,24LEPHL3594H4Z3,U64201MH2024PTC102594,3298AHOX000000002594,"894, Garuda Marg",Ahmedabad,Ahmedabad,Gujarat,402594
Pallava Cements 3595,Pallava Cements 3595,spv,arranger,IN,Gujarat,onboarding,shared,false,low,JFPAE3595A,24JFPAE3595A5Z4,U64201MH2024PTC102595,3298AHOX000000002595,"895, Pallava Marg",Ahmedabad,Ahmedabad,Gujarat,402595
Narmada Motors 3596,Narmada Motors 3596,organization,arranger,IN,Gujarat,onboarding,binarybonds,false,low,ECPAC3596E,24ECPAC3596E6Z5,U64201MH2024PTC102596,3298AHOX000000002596,"896, Narmada Marg",Ahmedabad,Ahmedabad,Gujarat,402596
Deccan Ventures 3597,Deccan Ventures 3597,spv,issuer,IN,Haryana,active,shared,false,medium,DJPJF3597D,06DJPJF3597D7Z6,U64201MH2024PTC102597,3298AHOX000000002597,"897, Deccan Marg",Gurugram,Gurugram,Haryana,402597
Nilgiri Holdings 3598,Nilgiri Holdings 3598,trust,arranger,IN,Delhi,active,binarybonds,false,medium,BLPLE3598F,07BLPLE3598F8Z7,U64201MH2024PTC102598,3298AHOX000000002598,"898, Nilgiri Marg",New Delhi,New Delhi,Delhi,402598
Yamuna Infra 3599,Yamuna Infra 3599,spv,issuer,IN,Haryana,active,binarycapital,false,low,JLPAA3599F,06JLPAA3599F9Z8,U64201MH2024PTC102599,3298AHOX000000002599,"899, Yamuna Marg",Gurugram,Gurugram,Haryana,402599
Nilgiri Cements 3600,Nilgiri Cements 3600,spv,spv,IN,Maharashtra,active,binarybonds,false,medium,AEPBC3600J,27AEPBC3600J0Z9,U64201MH2024PTC102600,3298AHOX000000002600,"900, Nilgiri Marg",Mumbai,Mumbai,Maharashtra,402600
Maruti Capital 3601,Maruti Capital 3601,organization,arranger,IN,Gujarat,active,binarycapital,true,low,BHPHB3601L,24BHPHB3601L1Z1,U64201MH2024PTC102601,3298AHOX000000002601,"901, Maruti Marg",Ahmedabad,Ahmedabad,Gujarat,402601
Deccan Enterprises 3602,Deccan Enterprises 3602,organization,investor,IN,Gujarat,active,binarybonds,false,low,ABPBF3602E,24ABPBF3602E2Z2,U64201MH2024PTC102602,3298AHOX000000002602,"902, Deccan Marg",Ahmedabad,Ahmedabad,Gujarat,402602
Pallava Cements 3603,Pallava Cements 3603,spv,issuer,IN,Maharashtra,active,binarybonds,false,low,FGPDJ3603D,27FGPDJ3603D3Z3,U64201MH2024PTC102603,3298AHOX000000002603,"903, Pallava Marg",Mumbai,Mumbai,Maharashtra,402603
Konark Capital 3604,Konark Capital 3604,spv,issuer,IN,Delhi,active,shared,false,medium,CGPFJ3604H,07CGPFJ3604H4Z4,U64201MH2024PTC102604,3298AHOX000000002604,"904, Konark Marg",New Delhi,New Delhi,Delhi,402604
Konark Housing 3605,Konark Housing 3605,trust,spv,IN,West Bengal,active,binarycapital,false,medium,GBPBJ3605F,19GBPBJ3605F5Z5,U64201MH2024PTC102605,3298AHOX000000002605,"905, Konark Marg",Kolkata,Kolkata,West Bengal,402605
Garuda Developers 3606,Garuda Developers 3606,spv,arranger,IN,Haryana,onboarding,binarycapital,true,high,ABPBF3606A,06ABPBF3606A6Z6,U64201MH2024PTC102606,3298AHOX000000002606,"906, Garuda Marg",Gurugram,Gurugram,Haryana,402606
Carnatic Developers 3607,Carnatic Developers 3607,organization,issuer,IN,Haryana,active,binarycapital,false,medium,BJPAJ3607H,06BJPAJ3607H7Z7,U64201MH2024PTC102607,3298AHOX000000002607,"907, Carnatic Marg",Gurugram,Gurugram,Haryana,402607
Vedanta Realty 3608,Vedanta Realty 3608,trust,intermediary,IN,Rajasthan,active,binarycapital,true,medium,CEPBL3608F,08CEPBL3608F8Z8,U64201MH2024PTC102608,3298AHOX000000002608,"908, Vedanta Marg",Jaipur,Jaipur,Rajasthan,402608
Chola Ventures 3609,Chola Ventures 3609,organization,intermediary,IN,Telangana,active,binarybonds,false,medium,EEPJB3609G,36EEPJB3609G9Z9,U64201MH2024PTC102609,3298AHOX000000002609,"909, Chola Marg",Hyderabad,Hyderabad,Telangana,402609
Sahyadri Investments 3610,Sahyadri Investments 3610,spv,intermediary,IN,Gujarat,active,binarybonds,false,medium,CLPAA3610J,24CLPAA3610J0Z1,U64201MH2024PTC102610,3298AHOX000000002610,"910, Sahyadri Marg",Ahmedabad,Ahmedabad,Gujarat,402610
Deccan Developers 3611,Deccan Developers 3611,trust,intermediary,IN,Delhi,active,binarycapital,false,low,HGPHJ3611D,07HGPHJ3611D1Z2,U64201MH2024PTC102611,3298AHOX000000002611,"911, Deccan Marg",New Delhi,New Delhi,Delhi,402611
Aravalli Logistics 3612,Aravalli Logistics 3612,trust,investor,IN,Haryana,active,shared,false,low,DLPBB3612G,06DLPBB3612G2Z3,U64201MH2024PTC102612,3298AHOX000000002612,"912, Aravalli Marg",Gurugram,Gurugram,Haryana,402612
Kaveri Industries 3613,Kaveri Industries 3613,spv,investor,IN,Haryana,active,binarycapital,false,medium,HGPEA3613B,06HGPEA3613B3Z4,U64201MH2024PTC102613,3298AHOX000000002613,"913, Kaveri Marg",Gurugram,Gurugram,Haryana,402613
Vedanta Motors 3614,Vedanta Motors 3614,organization,arranger,IN,Karnataka,onboarding,binarybonds,false,medium,ADPFF3614J,29ADPFF3614J4Z5,U64201MH2024PTC102614,3298AHOX000000002614,"914, Vedanta Marg",Bengaluru,Bengaluru,Karnataka,402614
Maruti Steels 3615,Maruti Steels 3615,organization,spv,IN,Rajasthan,active,binarycapital,false,medium,HJPFE3615L,08HJPFE3615L5Z6,U64201MH2024PTC102615,3298AHOX000000002615,"915, Maruti Marg",Jaipur,Jaipur,Rajasthan,402615
Kaveri Infra 3616,Kaveri Infra 3616,spv,issuer,IN,Telangana,onboarding,shared,true,high,CLPAJ3616C,36CLPAJ3616C6Z7,U64201MH2024PTC102616,3298AHOX000000002616,"916, Kaveri Marg",Hyderabad,Hyderabad,Telangana,402616
Narmada Developers 3617,Narmada Developers 3617,spv,intermediary,IN,Karnataka,active,shared,false,medium,EJPAL3617G,29EJPAL3617G7Z8,U64201MH2024PTC102617,3298AHOX000000002617,"917, Narmada Marg",Bengaluru,Bengaluru,Karnataka,402617
Narmada Group 3618,Narmada Group 3618,spv,issuer,IN,Tamil Nadu,active,shared,true,low,DDPAB3618J,33DDPAB3618J8Z9,U64201MH2024PTC102618,3298AHOX000000002618,"918, Narmada Marg",Chennai,Chennai,Tamil Nadu,402618
Kaveri Housing 3619,Kaveri Housing 3619,spv,issuer,IN,West Bengal,active,binarybonds,false,low,AHPHC3619H,19AHPHC3619H9Z1,U64201MH2024PTC102619,3298AHOX000000002619,"919, Kaveri Marg",Kolkata,Kolkata,West Bengal,402619
Malabar Hotels 3620,Malabar Hotels 3620,spv,investor,IN,Maharashtra,active,shared,false,high,GEPAG3620E,27GEPAG3620E0Z2,U64201MH2024PTC102620,3298AHOX000000002620,"920, Malabar Marg",Mumbai,Mumbai,Maharashtra,402620
Vedanta Technologies 3621,Vedanta Technologies 3621,organization,investor,IN,Maharashtra,active,shared,false,low,CDPBG3621D,27CDPBG3621D1Z3,U64201MH2024PTC102621,3298AHOX000000002621,"921, Vedanta Marg",Mumbai,Mumbai,Maharashtra,402621
Kaveri Motors 3622,Kaveri Motors 3622,organization,issuer,IN,Maharashtra,active,shared,false,medium,EEPAA3622C,27EEPAA3622C2Z4,U64201MH2024PTC102622,3298AHOX000000002622,"922, Kaveri Marg",Mumbai,Mumbai,Maharashtra,402622
Deccan Investments 3623,Deccan Investments 3623,trust,arranger,IN,Tamil Nadu,onboarding,shared,false,high,JFPAH3623G,33JFPAH3623G3Z5,U64201MH2024PTC102623,3298AHOX000000002623,"923, Deccan Marg",Chennai,Chennai,Tamil Nadu,402623
Yamuna Group 3624,Yamuna Group 3624,spv,arranger,IN,Tamil Nadu,active,binarybonds,false,medium,CAPFE3624F,33CAPFE3624F4Z6,U64201MH2024PTC102624,3298AHOX000000002624,"924, Yamuna Marg",Chennai,Chennai,Tamil Nadu,402624
Sahyadri Finvest 3625,Sahyadri Finvest 3625,spv,arranger,IN,Gujarat,active,binarybonds,false,high,GDPEB3625E,24GDPEB3625E5Z7,U64201MH2024PTC102625,3298AHOX000000002625,"925, Sahyadri Marg",Ahmedabad,Ahmedabad,Gujarat,402625
Vedanta Enterprises 3626,Vedanta Enterprises 3626,spv,investor,IN,Telangana,active,shared,false,medium,CGPEC3626D,36CGPEC3626D6Z8,U64201MH2024PTC102626,3298AHOX000000002626,"926, Vedanta Marg",Hyderabad,Hyderabad,Telangana,402626
Pallava Industries 3627,Pallava Industries 3627,spv,intermediary,IN,Gujarat,active,shared,false,high,HDPFB3627C,24HDPFB3627C7Z9,U64201MH2024PTC102627,3298AHOX000000002627,"927, Pallava Marg",Ahmedabad,Ahmedabad,Gujarat,402627
Narmada Steels 3628,Narmada Steels 3628,organization,spv,IN,Gujarat,active,shared,false,low,HGPBG3628G,24HGPBG3628G8Z1,U64201MH2024PTC102628,3298AHOX000000002628,"928, Narmada Marg",Ahmedabad,Ahmedabad,Gujarat,402628
Deccan Infra 3629,Deccan Infra 3629,trust,spv,IN,Delhi,active,binarybonds,false,medium,CBPDC3629C,07CBPDC3629C9Z2,U64201MH2024PTC102629,3298AHOX000000002629,"929, Deccan Marg",New Delhi,New Delhi,Delhi,402629
Garuda Securities 3630,Garuda Securities 3630,organization,investor,IN,West Bengal,active,binarybonds,false,high,HDPFH3630L,19HDPFH3630L0Z3,U64201MH2024PTC102630,3298AHOX000000002630,"930, Garuda Marg",Kolkata,Kolkata,West Bengal,402630
Yamuna Developers 3631,Yamuna Developers 3631,trust,intermediary,IN,Telangana,active,shared,false,low,INVALIDPAN,36DEPDL3631C1Z4,U64201MH2024PTC102631,3298AHOX000000002631,"931, Yamuna Marg",Hyderabad,Hyderabad,Telangana,402631
Nalanda Technologies 3632,Nalanda Technologies 3632,organization,spv,IN,West Bengal,onboarding,shared,true,low,DGPGH3632L,19DGPGH3632L2Z5,U64201MH2024PTC102632,3298AHOX000000002632,"932, Nalanda Marg",Kolkata,Kolkata,West Bengal,402632
Rajwada Housing 3633,Rajwada Housing 3633,organization,investor,IN,Gujarat,active,shared,false,low,FCPBB3633D,24FCPBB3633D3Z6,U64201MH2024PTC102633,3298AHOX000000002633,"933, Rajwada Marg",Ahmedabad,Ahmedabad,Gujarat,402633
Godavari Power 3634,Godavari Power 3634,trust,issuer,IN,Gujarat,active,shared,true,high,AAPJD3634B,24AAPJD3634B4Z7,U64201MH2024PTC102634,3298AHOX000000002634,"934, Godavari Marg",Ahmedabad,Ahmedabad,Gujarat,402634
Kaveri Enterprises 3635,Kaveri Enterprises 3635,organization,arranger,IN,Tamil Nadu,active,binarybonds,false,medium,CGPLE3635L,33CGPLE3635L5Z8,U64201MH2024PTC102635,3298AHOX000000002635,"935, Kaveri Marg",Chennai,Chennai,Tamil Nadu,402635
Coromandel Enterprises 3636,Coromandel Enterprises 3636,organization,intermediary,IN,Karnataka,onboarding,shared,false,high,LEPJE3636L,29LEPJE3636L6Z9,U64201MH2024PTC102636,3298AHOX000000002636,"936, Coromandel Marg",Bengaluru,Bengaluru,Karnataka,402636
Himalaya Housing 3637,Himalaya Housing 3637,organization,arranger,IN,Tamil Nadu,active,binarybonds,true,low,LFPDF3637B,33LFPDF3637B7Z1,U64201MH2024PTC102637,3298AHOX000000002637,"937, Himalaya Marg",Chennai,Chennai,Tamil Nadu,402637
Coromandel Investments 3638,Coromandel Investments 3638,trust,issuer,IN,Uttar Pradesh,active,binarycapital,false,low,LCPBA3638E,09LCPBA3638E8Z2,U64201MH2024PTC102638,3298AHOX000000002638,"938, Coromandel Marg",Noida,Noida,Uttar Pradesh,402638
Maruti Technologies 3639,Maruti Technologies 3639,spv,spv,IN,Delhi,active,binarycapital,false,medium,EJPDC3639B,07EJPDC3639B9Z3,U64201MH2024PTC102639,3298AHOX000000002639,"939, Maruti Marg",New Delhi,New Delhi,Delhi,402639
,Vedanta Enterprises 3640,organization,intermediary,IN,Haryana,active,shared,false,high,CJPJC3640J,06CJPJC3640J0Z4,U64201MH2024PTC102640,3298AHOX000000002640,"940, Vedanta Marg",Gurugram,Gurugram,Haryana,402640
Maruti Ventures 3641,Maruti Ventures 3641,organization,spv,IN,Telangana,active,binarycapital,false,high,BAPLH3641L,36BAPLH3641L1Z5,U64201MH2024PTC102641,3298AHOX000000002641,"941, Maruti Marg",Hyderabad,Hyderabad,Telangana,402641
Narmada Chemicals 3642,Narmada Chemicals 3642,spv,issuer,IN,Haryana,active,binarycapital,false,medium,LHPHA3642G,06LHPHA3642G2Z6,U64201MH2024PTC102642,3298AHOX000000002642,"942, Narmada Marg",Gurugram,Gurugram,Haryana,402642
Himalaya Capital 3643,Himalaya Capital 3643,spv,investor,IN,Rajasthan,onboarding,shared,false,low,DHPJA3643J,08DHPJA3643J3Z7,U64201MH2024PTC102643,3298AHOX000000002643,"943, Himalaya Marg",Jaipur,Jaipur,Rajasthan,402643
Narmada Infra 3644,Narmada Infra 3644,trust,arranger,IN,Rajasthan,active,binarybonds,false,low,LHPDH3644A,08LHPDH3644A4Z8,U64201MH2024PTC102644,3298AHOX000000002644,"944, Narmada Marg",Jaipur,Jaipur,Rajasthan,402644
Yamuna Motors 3645,Yamuna Motors 3645,spv,intermediary,IN,Tamil Nadu,active,binarycapital,false,high,GCPBG3645H,33GCPBG3645H5Z9,U64201MH2024PTC102645,3298AHOX000000002645,"945, Yamuna Marg",Chennai,Chennai,Tamil Nadu,402645
Vedanta Industries 3646,Vedanta Industries 3646,spv,issuer,IN,Delhi,active,binarycapital,false,low,FJPLD3646D,07FJPLD3646D6Z1,U64201MH2024PTC102646,3298AHOX000000002646,"946, Vedanta Marg",New Delhi,New Delhi,Delhi,402646
Nalanda Holdings 3647,Nalanda Holdings 3647,trust,issuer,IN,Karnataka,active,shared,false,medium,CAPCE3647F,29CAPCE3647F7Z2,U64201MH2024PTC102647,3298AHOX000000002647,"947, Nalanda Marg",Bengaluru,Bengaluru,Karnataka,402647
Malabar Hotels 3648,Malabar Hotels 3648,spv,spv,IN,Karnataka,onboarding,shared,false,low,HEPFL3648L,29HEPFL3648L8Z3,U64201MH2024PTC102648,3298AHOX000000002648,"948, Malabar Marg",Bengaluru,Bengaluru,Karnataka,402648
Narmada Renewables 3649,Narmada Renewables 3649,spv,arranger,IN,Karnataka,active,binarybonds,true,medium,DHPAF3649L,29DHPAF3649L9Z4,U64201MH2024PTC102649,3298AHOX000000002649,"949, Narmada Marg",Bengaluru,Bengaluru,Karnataka,402649
Narmada Motors 3650,Narmada Motors 3650,trust,issuer,IN,Delhi,onboarding,shared,false,high,BAPCF3650C,07BAPCF3650C0Z5,U64201MH2024PTC102650,3298AHOX000000002650,"950, Narmada Marg",New Delhi,New Delhi,Delhi,402650
Aravalli Holdings 3651,Aravalli Holdings 3651,spv,issuer,IN,Gujarat,active,binarycapital,false,high,LAPGL3651D,24LAPGL3651D1Z6,U64201MH2024PTC102651,3298AHOX000000002651,"951, Aravalli Marg",Ahmedabad,Ahmedabad,Gujarat,402651
Sahyadri Investments 3652,Sahyadri Investments 3652,spv,investor,IN,Delhi,onboarding,binarybonds,false,high,ALPGB3652E,07ALPGB3652E2Z7,U64201MH2024PTC102652,3298AHOX000000002652,"952, Sahyadri Marg",New Delhi,New Delhi,Delhi,402652
Rajwada Steels 3653,Rajwada Steels 3653,organization,investor,IN,Maharashtra,onboarding,binarycapital,false,medium,FAPEH3653J,27FAPEH3653J3Z8,U64201MH2024PTC102653,3298AHOX000000002653,"953, Rajwada Marg",Mumbai,Mumbai,Maharashtra,402653
Sahyadri Group 3654,Sahyadri Group 3654,spv,arranger,IN,Uttar Pradesh,onboarding,shared,false,medium,HEPAJ3654F,09HEPAJ3654F4Z9,U64201MH2024PTC102654,3298AHOX000000002654,"954, Sahyadri Marg",Noida,Noida,Uttar Pradesh,402654
Rajwada Hotels 3655,Rajwada Hotels 3655,spv,issuer,IN,Tamil Nadu,onboarding,binarybonds,true,high,GDPCJ3655F,33GDPCJ3655F5Z1,U64201MH2024PTC102655,3298AHOX000000002655,"955, Rajwada Marg",Chennai,Chennai,Tamil Nadu,402655
Garuda Motors 3656,Garuda Motors 3656,spv,issuer,IN,Uttar Pradesh,active,shared,true,low,ECPEE3656D,09ECPEE3656D6Z2,U64201MH2024PTC102656,3298AHOX000000002656,"956, Garuda Marg",Noida,Noida,Uttar Pradesh,402656
Coromandel Capital 3657,Coromandel Capital 3657,spv,intermediary,IN,Karnataka,active,binarybonds,true,high,JHPBF3657J,29JHPBF3657J7Z3,U64201MH2024PTC102657,3298AHOX000000002657,"957, Coromandel Marg",Bengaluru,Bengaluru,Karnataka,402657
Nalanda Renewables 3658,Nalanda Renewables 3658,trust,issuer,IN,Uttar Pradesh,active,binarybonds,true,medium,CEPJC3658E,09CEPJC3658E8Z4,U64201MH2024PTC102658,3298AHOX000000002658,"958, Nalanda Marg",Noida,Noida,Uttar Pradesh,402658
Nilgiri Steels 3659,Nilgiri Steels 3659,organization,investor,IN,Haryana,active,shared,false,medium,EHPBJ3659J,06EHPBJ3659J9Z5,U64201MH2024PTC102659,3298AHOX000000002659,"959, Nilgiri Marg",Gurugram,Gurugram,Haryana,402659
Pallava Technologies 3660,Pallava Technologies 3660,organization,issuer,IN,West Bengal,onboarding,binarycapital,false,low,GCPFH3660D,19GCPFH3660D0Z6,U64201MH2024PTC102660,3298AHOX000000002660,"960, Pallava Marg",Kolkata,Kolkata,West Bengal,402660
Narmada Securities 3661,Narmada Securities 3661,organization,investor,IN,Maharashtra,active,shared,false,medium,DCPHG3661C,27DCPHG3661C1Z7,U64201MH2024PTC102661,3298AHOX000000002661,"961, Narmada Marg",Mumbai,Mumbai,Maharashtra,402661
Rajwada Industries 3662,Rajwada Industries 3662,spv,spv,IN,West Bengal,active,binarycapital,false,high,BBPLC3662D,19BBPLC3662D2Z8,U64201MH2024PTC102662,3298AHOX000000002662,"962, Rajwada Marg",Kolkata,Kolkata,West Bengal,402662
Bharat Finance 3663,Bharat Finance 3663,trust,spv,IN,Haryana,active,binarybonds,false,medium,GLPDD3663H,06GLPDD3663H3Z9,U64201MH2024PTC102663,3298AHOX000000002663,"963, Bharat Marg",Gurugram,Gurugram,Haryana,402663
Yamuna Finvest 3664,Yamuna Finvest 3664,organization,intermediary,IN,Telangana,active,binarycapital,false,high,FLPFB3664G,36FLPFB3664G4Z1,U64201MH2024PTC102664,3298AHOX000000002664,"964, Yamuna Marg",Hyderabad,Hyderabad,Telangana,402664
Carnatic Finvest 3665,Carnatic Finvest 3665,organization,issuer,IN,West Bengal,onboarding,shared,false,low,EHPLE3665H,19EHPLE3665H5Z2,U64201MH2024PTC102665,3298AHOX000000002665,"965, Carnatic Marg",Kolkata,Kolkata,West Bengal,402665
